   Chi^2    ('R1'  'R2'  'R3'  'Theta2'  'Theta3'  'Phi'  'q1'  'q2'  'q3')
    49.459    1.7   1.6   1.6  80.   80.   60.    0.5   0.25  0.15
    49.591    1.7   1.6   1.5  85.   85.   65.    0.5   0.25  0.2 
    49.599    1.7   1.6   1.6  80.   75.   60.    0.5   0.25  0.2 
    49.644    1.65  1.6   1.4  75.   80.   65.    0.5   0.3   0.2 
    49.809    1.65  1.6   1.6  80.   80.   60.    0.5   0.3   0.35
    49.825    1.65  1.5   1.6  75.   80.   65.    0.5   0.3   0.35
    50.112    1.7   1.6   1.6  85.   85.   60.    0.5   0.35  0.3 
    50.143    1.7   1.6   1.6  80.   85.   65.    0.5   0.15  0.25
    50.196    1.6   1.6   1.4  75.   80.   65.    0.5   0.25  0.2 
    50.241    1.65  1.6   1.5  80.   80.   60.    0.5   0.35  0.35
    50.247    1.6   1.4   1.6  80.   75.   55.    0.5   0.2   0.25
    50.253    1.6  1.4  1.6 75.  80.  65.   0.5  0.2  0.3
    50.300    1.6   1.6   1.6  80.   80.   60.    0.5   0.25  0.25
    50.315    1.7  1.6  1.5 85.  85.  60.   0.5  0.3  0.2
    50.479    1.65  1.6   1.6  80.   80.   60.    0.5   0.3   0.2 
    50.599    1.7   1.5   1.5  80.   75.   60.    0.5   0.2   0.15
    50.630    1.65  1.5   1.4  80.   75.   55.    0.5   0.25  0.15
    50.670    1.7  1.4  1.5 80.  80.  60.   0.5  0.2  0.3
    50.672    1.7   1.6   1.6  75.   85.   65.    0.5   0.35  0.25
    50.782    1.7   1.4   1.6  75.   80.   65.    0.5   0.15  0.2 
    50.922    1.7   1.6   1.4  80.   85.   65.    0.5   0.25  0.2 
    50.923    1.65  1.5   1.4  80.   75.   55.    0.5   0.2   0.15
    50.951    1.6  1.6  1.5 75.  80.  65.   0.5  0.3  0.2
    51.119    1.7   1.4   1.5  75.   80.   65.    0.5   0.15  0.15
    51.132    1.65  1.5   1.6  75.   80.   65.    0.5   0.2   0.35
    51.367    1.65  1.5   1.6  80.   85.   65.    0.5   0.2   0.25
    51.466    1.7   1.5   1.5  75.   75.   60.    0.5   0.35  0.25
    51.638    1.7   1.4   1.5  85.   80.   55.    0.5   0.2   0.15
    51.707    1.65  1.6   1.6  75.   80.   65.    0.5   0.25  0.2 
    51.811    1.7   1.6   1.6  75.   75.   60.    0.5   0.3   0.15
    51.835    1.65  1.6   1.5  75.   80.   65.    0.5   0.25  0.2 
    51.894    1.65  1.6   1.5  75.   75.   55.    0.5   0.2   0.2 
    51.901    1.7  1.6  1.5 80.  85.  65.   0.5  0.2  0.2
    52.104    1.65  1.5   1.6  75.   80.   65.    0.5   0.25  0.3 
    52.148    1.65  1.6   1.5  80.   80.   60.    0.5   0.25  0.15
    52.207    1.7   1.6   1.5  80.   80.   65.    0.5   0.25  0.2 
    52.327    1.65  1.4   1.5  80.   80.   60.    0.5   0.15  0.2 
    52.385    1.7   1.6   1.6  80.   85.   65.    0.5   0.25  0.35
    52.473    1.7   1.6   1.4  85.   80.   55.    0.5   0.3   0.15
    52.474    1.65  1.6   1.6  75.   75.   60.    0.5   0.3   0.3 
    52.630    1.7   1.5   1.4  75.   80.   65.    0.5   0.25  0.35
    52.674    1.7  1.6  1.6 75.  75.  55.   0.5  0.2  0.3
    52.754    1.7   1.5   1.5  80.   85.   65.    0.5   0.25  0.25
    52.821    1.7   1.4   1.6  80.   75.   55.    0.5   0.2   0.25
    52.869    1.7  1.6  1.4 80.  85.  65.   0.5  0.3  0.2
    52.925    1.7   1.6   1.6  75.   80.   60.    0.5   0.15  0.25
    52.930    1.7  1.5  1.5 75.  85.  65.   0.5  0.3  0.2
    52.948    1.65  1.6   1.6  80.   80.   60.    0.5   0.35  0.25
    53.057    1.7   1.6   1.5  80.   85.   65.    0.5   0.25  0.15
    53.190    1.7   1.5   1.5  80.   85.   65.    0.5   0.25  0.35
    53.299    1.7   1.6   1.6  80.   80.   65.    0.5   0.2   0.15
    53.363    1.7   1.6   1.6  80.   85.   65.    0.5   0.35  0.35
    53.365    1.7   1.6   1.4  80.   80.   65.    0.5   0.25  0.15
    53.372    1.65  1.4   1.6  75.   80.   65.    0.5   0.2   0.25
    53.392    1.65  1.5   1.5  85.   80.   55.    0.5   0.25  0.15
    53.397    1.65  1.4   1.5  75.   75.   65.    0.5   0.15  0.15
    53.398    1.6  1.6  1.6 75.  75.  60.   0.5  0.3  0.3
    53.430    1.7   1.4   1.6  75.   75.   65.    0.5   0.15  0.15
    53.593    1.7   1.4   1.6  75.   85.   65.    0.5   0.25  0.35
    53.692    1.65  1.6   1.4  75.   80.   65.    0.5   0.35  0.15
    53.805    1.65  1.5   1.4  75.   80.   65.    0.5   0.25  0.2 
    53.849    1.7   1.5   1.4  80.   80.   60.    0.5   0.35  0.2 
    53.996    1.7   1.5   1.4  75.   80.   65.    0.5   0.3   0.25
    54.074    1.65  1.5   1.5  75.   80.   65.    0.5   0.25  0.25
    54.209    1.7   1.5   1.6  80.   75.   55.    0.5   0.15  0.15
    54.214    1.7   1.5   1.4  80.   75.   55.    0.5   0.25  0.2 
    54.219    1.7   1.4   1.5  75.   80.   65.    0.5   0.2   0.25
    54.289    1.7   1.5   1.5  75.   75.   60.    0.5   0.25  0.15
    54.359    1.65  1.6   1.6  80.   75.   55.    0.5   0.3   0.3 
    54.434    1.7   1.6   1.5  85.   85.   60.    0.5   0.35  0.25
    54.461    1.65  1.4   1.6  85.   80.   55.    0.5   0.2   0.2 
    54.597    1.65  1.4   1.5  80.   75.   55.    0.5   0.2   0.2 
    54.630    1.7   1.5   1.4  80.   75.   55.    0.5   0.25  0.15
    54.683    1.65  1.6   1.4  80.   75.   55.    0.5   0.3   0.2 
    54.715    1.65  1.6   1.5  80.   80.   60.    0.5   0.35  0.2 
    54.788    1.65  1.4   1.4  75.   80.   65.    0.5   0.2   0.15
    54.948    1.7   1.6   1.5  80.   85.   65.    0.5   0.3   0.35
    55.010    1.65  1.4   1.5  75.   80.   65.    0.5   0.2   0.2 
    55.018    1.7   1.5   1.6  75.   80.   65.    0.5   0.2   0.15
    55.091    1.7   1.5   1.5  75.   80.   65.    0.5   0.15  0.15
    55.184    1.7   1.4   1.4  80.   80.   60.    0.5   0.25  0.2 
    55.232    1.65  1.4   1.6  85.   85.   60.    0.5   0.15  0.25
    55.235    1.7   1.5   1.6  85.   85.   60.    0.5   0.35  0.35
    55.274    1.7   1.4   1.5  80.   85.   65.    0.5   0.15  0.3 
    55.309    1.65  1.6   1.6  80.   80.   60.    0.5   0.3   0.3 
    55.391    1.65  1.6   1.5  75.   80.   65.    0.5   0.35  0.3 
    55.490    1.7   1.4   1.6  75.   75.   60.    0.5   0.25  0.2 
    55.942    1.7   1.6   1.5  80.   85.   65.    0.5   0.25  0.3 
    56.091    1.7   1.6   1.6  75.   75.   60.    0.5   0.3   0.25
    56.226    1.65  1.6   1.6  75.   75.   60.    0.5   0.3   0.2 
    56.258    1.65  1.6   1.4  80.   85.   65.    0.5   0.25  0.2 
    56.258    1.7  1.5  1.6 80.  75.  60.   0.5  0.2  0.2
    56.586    1.7  1.5  1.4 85.  85.  60.   0.5  0.2  0.2
    56.607    1.65  1.5   1.5  80.   75.   55.    0.5   0.25  0.15
    56.651    1.7   1.5   1.6  80.   75.   60.    0.5   0.2   0.15
    56.653    1.7  1.4  1.5 80.  75.  55.   0.5  0.2  0.2
    56.658    1.65  1.5   1.6  75.   80.   65.    0.5   0.3   0.3 
    56.746    1.7  1.5  1.4 80.  80.  60.   0.5  0.3  0.3
    56.819    1.7   1.6   1.6  80.   80.   60.    0.5   0.25  0.35
    56.879    1.7   1.6   1.6  80.   75.   55.    0.5   0.35  0.3 
    56.915    1.7   1.6   1.6  85.   85.   60.    0.5   0.25  0.2 
    56.960    1.65  1.4   1.6  75.   80.   65.    0.5   0.15  0.3 
    56.961    1.7   1.4   1.6  80.   80.   60.    0.5   0.15  0.3 
    57.269    1.7   1.6   1.6  75.   75.   60.    0.5   0.35  0.15
    57.556    1.7   1.6   1.5  80.   85.   65.    0.5   0.15  0.2 
    57.714    1.65  1.4   1.5  75.   80.   65.    0.5   0.15  0.25
    57.734    1.7  1.5  1.4 80.  80.  60.   0.5  0.2  0.2
    57.908    1.65  1.5   1.4  85.   85.   60.    0.5   0.2   0.15
    57.961    1.7   1.5   1.4  80.   80.   60.    0.5   0.35  0.25
    58.034    1.65  1.5   1.4  80.   80.   60.    0.5   0.25  0.15
    58.059    1.7   1.4   1.5  80.   75.   55.    0.5   0.15  0.2 
    58.198    1.65  1.6   1.6  75.   75.   60.    0.5   0.35  0.25
    58.308    1.65  1.6   1.5  75.   80.   65.    0.5   0.25  0.15
    58.366    1.7   1.6   1.5  75.   75.   65.    0.5   0.2   0.15
    58.446    1.7   1.6   1.6  80.   85.   65.    0.5   0.3   0.25
    58.602    1.7   1.6   1.4  75.   75.   60.    0.5   0.3   0.15
    58.796    1.7  1.6  1.5 75.  75.  60.   0.5  0.3  0.2
    58.802    1.7   1.4   1.6  85.   85.   65.    0.5   0.15  0.25
    58.888    1.7   1.6   1.5  80.   80.   65.    0.5   0.2   0.15
    59.039    1.6   1.6   1.4  75.   80.   65.    0.5   0.35  0.2 
    59.042    1.6   1.5   1.6  75.   80.   65.    0.5   0.2   0.35
    59.054    1.7   1.4   1.5  80.   85.   65.    0.5   0.2   0.35
    59.238    1.65  1.6   1.6  75.   75.   60.    0.5   0.35  0.2 
    59.293    1.7   1.4   1.4  75.   85.   65.    0.5   0.25  0.15
    59.367    1.65  1.5   1.4  80.   85.   65.    0.5   0.2   0.2 
    59.375    1.7   1.6   1.6  85.   85.   65.    0.5   0.25  0.3 
    59.476    1.7   1.6   1.6  85.   85.   60.    0.5   0.3   0.35
    59.550    1.65  1.5   1.5  80.   80.   60.    0.5   0.35  0.3 
    59.702    1.7   1.6   1.6  75.   75.   60.    0.5   0.25  0.3 
    59.824    1.7   1.6   1.5  85.   85.   60.    0.5   0.35  0.3 
    59.890    1.7   1.5   1.4  75.   85.   65.    0.5   0.3   0.15
    59.980    1.7   1.5   1.6  85.   85.   65.    0.5   0.2   0.25
    60.042    1.7  1.4  1.6 80.  75.  55.   0.5  0.2  0.2
    60.158    1.65  1.4   1.5  80.   85.   65.    0.5   0.15  0.25
    60.195    1.65  1.6   1.6  75.   80.   65.    0.5   0.2   0.2 
    60.230    1.7   1.5   1.5  80.   75.   55.    0.5   0.25  0.15
    60.251    1.7   1.4   1.4  85.   85.   60.    0.5   0.15  0.15
    60.360    1.65  1.6   1.6  85.   85.   60.    0.5   0.25  0.2 
    60.402    1.7   1.5   1.6  80.   75.   55.    0.5   0.25  0.15
    60.454    1.65  1.6   1.5  75.   75.   60.    0.5   0.35  0.2 
    60.456    1.65  1.6   1.5  75.   75.   60.    0.5   0.3   0.25
    60.471    1.7   1.5   1.5  80.   85.   60.    0.5   0.35  0.25
    60.486    1.65  1.6   1.5  75.   80.   65.    0.5   0.3   0.25
    60.630    1.7  1.5  1.5 85.  85.  65.   0.5  0.2  0.2
    60.635    1.7   1.4   1.5  85.   80.   55.    0.5   0.15  0.15
    60.638    1.7   1.6   1.4  75.   75.   60.    0.5   0.35  0.15
    60.693    1.7   1.4   1.6  75.   80.   65.    0.5   0.15  0.25
    60.714    1.6   1.4   1.5  75.   80.   65.    0.5   0.2   0.25
    60.734    1.65  1.6   1.4  80.   80.   60.    0.5   0.25  0.2 
    60.899    1.65  1.6   1.5  75.   75.   60.    0.5   0.3   0.2 
    60.943    1.7   1.5   1.6  80.   75.   60.    0.5   0.15  0.15
    60.983    1.7   1.6   1.5  80.   75.   55.    0.5   0.35  0.25
    61.046    1.7  1.6  1.4 75.  80.  65.   0.5  0.2  0.2
    61.062    1.65  1.4   1.6  75.   80.   65.    0.5   0.2   0.3 
    61.091    1.65  1.6   1.5  80.   80.   60.    0.5   0.3   0.3 
    61.406    1.7   1.6   1.5  75.   80.   65.    0.5   0.2   0.15
    61.445    1.7  1.5  1.4 75.  80.  65.   0.5  0.3  0.2
    61.505    1.7   1.5   1.6  85.   85.   60.    0.5   0.25  0.25
    61.528    1.7   1.5   1.5  85.   85.   60.    0.5   0.2   0.15
    61.738    1.7   1.6   1.4  85.   85.   60.    0.5   0.3   0.15
    61.767    1.7   1.6   1.4  85.   85.   65.    0.5   0.25  0.15
    61.778    1.7   1.4   1.5  75.   75.   60.    0.5   0.25  0.15
    61.788    1.7   1.6   1.6  80.   75.   55.    0.5   0.25  0.15
    61.837    1.7   1.6   1.6  85.   75.   55.    0.5   0.3   0.15
    61.936    1.7   1.5   1.4  85.   80.   55.    0.5   0.35  0.15
    62.116    1.65  1.6   1.6  80.   80.   60.    0.5   0.35  0.3 
    62.142    1.65  1.5   1.6  80.   85.   65.    0.5   0.2   0.35
    62.177    1.65  1.5   1.5  75.   80.   65.    0.5   0.25  0.15
    62.285    1.6   1.6   1.5  80.   80.   60.    0.5   0.25  0.2 
    62.312    1.65  1.6   1.6  75.   80.   65.    0.5   0.3   0.35
    62.349    1.65  1.5   1.6  75.   80.   65.    0.5   0.2   0.25
    62.354    1.7   1.5   1.6  75.   85.   65.    0.5   0.25  0.2 
    62.453    1.7  1.6  1.6 80.  80.  65.   0.5  0.2  0.2
    62.600    1.65  1.6   1.5  80.   75.   55.    0.5   0.3   0.25
    62.682    1.7   1.4   1.6  80.   85.   65.    0.5   0.15  0.2 
    62.815    1.7   1.5   1.5  80.   75.   55.    0.5   0.25  0.25
    62.931    1.7   1.4   1.4  80.   80.   60.    0.5   0.2   0.25
    62.951    1.7   1.5   1.6  80.   80.   65.    0.5   0.15  0.15
    63.015    1.65  1.5   1.5  80.   80.   60.    0.5   0.2   0.25
    63.027    1.7   1.4   1.5  75.   85.   65.    0.5   0.25  0.3 
    63.078    1.7   1.5   1.6  80.   85.   65.    0.5   0.15  0.25
    63.264    1.6   1.6   1.4  80.   80.   60.    0.5   0.3   0.15
    63.328    1.7   1.5   1.4  80.   80.   60.    0.5   0.25  0.3 
    63.370    1.65  1.6   1.4  75.   75.   60.    0.5   0.35  0.15
    63.431    1.65  1.6   1.6  80.   85.   65.    0.5   0.3   0.3 
    63.455    1.7   1.4   1.5  85.   85.   65.    0.5   0.15  0.2 
    63.484    1.7   1.5   1.6  75.   80.   65.    0.5   0.25  0.15
    63.560    1.65  1.5   1.6  75.   75.   60.    0.5   0.25  0.25
    63.604    1.65  1.5   1.5  75.   80.   65.    0.5   0.3   0.25
    63.727    1.6   1.5   1.4  80.   75.   55.    0.5   0.25  0.15
    63.829    1.65  1.5   1.6  75.   80.   65.    0.5   0.2   0.2 
    63.847    1.7   1.4   1.6  85.   80.   55.    0.5   0.2   0.15
    63.898    1.7   1.5   1.6  85.   80.   55.    0.5   0.25  0.2 
    63.922    1.65  1.6   1.6  80.   85.   65.    0.5   0.25  0.35
    63.954    1.7   1.5   1.4  85.   85.   55.    0.5   0.35  0.15
    64.059    1.7   1.6   1.5  75.   85.   65.    0.5   0.35  0.2 
    64.227    1.65  1.6   1.5  80.   80.   60.    0.5   0.3   0.25
    64.253    1.7   1.5   1.6  80.   75.   55.    0.5   0.25  0.3 
    64.329    1.65  1.4   1.6  75.   80.   65.    0.5   0.2   0.2 
    64.333    1.7   1.5   1.6  75.   80.   60.    0.5   0.15  0.3 
    64.431    1.6   1.5   1.5  75.   80.   65.    0.5   0.25  0.2 
    64.723    1.7   1.6   1.6  85.   85.   55.    0.5   0.3   0.15
    64.862    1.6   1.6   1.5  75.   75.   60.    0.5   0.3   0.25
    64.918    1.65  1.5   1.6  80.   75.   55.    0.5   0.2   0.2 
    64.983    1.65  1.6   1.5  80.   80.   60.    0.5   0.3   0.15
    65.026    1.7   1.5   1.6  75.   75.   60.    0.5   0.25  0.15
    65.128    1.65  1.5   1.5  75.   80.   65.    0.5   0.3   0.3 
    65.171    1.7   1.5   1.5  80.   80.   60.    0.5   0.35  0.25
    65.419    1.65  1.4   1.6  75.   75.   60.    0.5   0.25  0.2 
    65.517    1.7   1.6   1.4  75.   75.   65.    0.5   0.25  0.15
    65.542    1.65  1.5   1.6  75.   75.   60.    0.5   0.3   0.2 
    65.564    1.7   1.6   1.4  85.   85.   60.    0.5   0.2   0.15
    65.570    1.7   1.5   1.5  80.   80.   60.    0.5   0.25  0.15
    65.634    1.65  1.6   1.6  80.   75.   55.    0.5   0.35  0.3 
    65.661    1.7   1.5   1.6  75.   75.   65.    0.5   0.2   0.25
    65.682    1.65  1.5   1.5  80.   80.   60.    0.5   0.35  0.25
    65.902    1.7  1.5  1.6 85.  85.  65.   0.5  0.2  0.3
    65.916    1.7   1.5   1.5  85.   85.   55.    0.5   0.35  0.2 
    65.928    1.7   1.5   1.6  80.   85.   65.    0.5   0.25  0.35
    65.957    1.7   1.6   1.6  75.   75.   60.    0.5   0.2   0.15
    66.089    1.7   1.4   1.5  80.   75.   60.    0.5   0.15  0.15
    66.205    1.7   1.4   1.6  80.   75.   60.    0.5   0.15  0.2 
    66.212    1.7   1.6   1.6  85.   85.   65.    0.5   0.15  0.15
    66.257    1.7   1.4   1.5  85.   85.   60.    0.5   0.15  0.15
    66.265    1.7   1.6   1.5  85.   80.   55.    0.5   0.35  0.15
    66.345    1.7   1.5   1.6  80.   80.   65.    0.5   0.2   0.25
    66.359    1.65  1.5   1.5  80.   85.   65.    0.5   0.2   0.2 
    66.409    1.7  1.5  1.5 75.  80.  65.   0.5  0.3  0.2
    66.444    1.65  1.5   1.6  80.   80.   60.    0.5   0.3   0.3 
    66.553    1.7   1.6   1.5  85.   85.   60.    0.5   0.25  0.15
    66.702    1.65  1.6   1.6  85.   80.   55.    0.5   0.35  0.2 
    66.748    1.7   1.5   1.4  80.   85.   65.    0.5   0.15  0.2 
    66.762    1.7   1.5   1.5  80.   85.   65.    0.5   0.3   0.35
    66.849    1.7   1.6   1.6  75.   80.   65.    0.5   0.15  0.2 
    66.882    1.65  1.6   1.5  80.   75.   55.    0.5   0.35  0.25
    66.997    1.7  1.4  1.6 80.  85.  65.   0.5  0.2  0.3
    67.127    1.6  1.4  1.5 80.  75.  55.   0.5  0.2  0.2
    67.343    1.7   1.5   1.4  80.   85.   65.    0.5   0.25  0.2 
    67.507    1.65  1.4   1.6  80.   80.   60.    0.5   0.15  0.3 
    67.514    1.7  1.5  1.6 80.  85.  60.   0.5  0.3  0.2
    67.629    1.7   1.4   1.4  80.   80.   60.    0.5   0.15  0.2 
    67.791    1.7   1.6   1.5  80.   80.   60.    0.5   0.15  0.15
    67.818    1.65  1.6   1.5  80.   85.   65.    0.5   0.35  0.3 
    67.838    1.7   1.4   1.6  75.   80.   65.    0.5   0.15  0.15
    67.842    1.65  1.4   1.4  75.   80.   65.    0.5   0.15  0.2 
    67.888    1.7   1.6   1.6  80.   75.   55.    0.5   0.35  0.15
    67.922    1.7  1.6  1.6 80.  85.  65.   0.5  0.2  0.2
    67.928    1.65  1.5   1.5  80.   80.   60.    0.5   0.3   0.35
    67.990    1.7   1.4   1.6  80.   75.   55.    0.5   0.15  0.25
    68.050    1.7   1.5   1.6  80.   80.   60.    0.5   0.2   0.15
    68.056    1.65  1.6   1.4  80.   80.   60.    0.5   0.35  0.15
    68.167    1.7   1.5   1.6  75.   80.   65.    0.5   0.15  0.2 
    68.219    1.7   1.4   1.6  80.   80.   60.    0.5   0.25  0.25
    68.298    1.7   1.5   1.6  85.   85.   60.    0.5   0.3   0.35
    68.383    1.65  1.6   1.4  75.   75.   60.    0.5   0.3   0.2 
    68.443    1.65  1.4   1.6  75.   80.   65.    0.5   0.15  0.35
    68.603    1.7   1.6   1.5  75.   75.   65.    0.5   0.25  0.2 
    68.742    1.7   1.5   1.6  85.   85.   55.    0.5   0.35  0.25
    68.744    1.7   1.6   1.5  80.   85.   65.    0.5   0.35  0.35
    68.748    1.65  1.5   1.5  75.   75.   60.    0.5   0.3   0.15
    68.853    1.7   1.5   1.4  75.   75.   60.    0.5   0.3   0.15
    68.908    1.7   1.5   1.5  75.   85.   65.    0.5   0.25  0.15
    68.920    1.7   1.4   1.6  85.   80.   55.    0.5   0.15  0.2 
    68.964    1.65  1.6   1.5  75.   75.   60.    0.5   0.3   0.15
    68.974    1.7   1.4   1.5  80.   75.   55.    0.5   0.15  0.15
    69.028    1.65  1.5   1.5  75.   75.   60.    0.5   0.35  0.2 
    69.054    1.7   1.4   1.4  80.   80.   60.    0.5   0.3   0.25
    69.062    1.7  1.4  1.6 75.  85.  65.   0.5  0.2  0.2
    69.074    1.7   1.6   1.6  80.   80.   60.    0.5   0.3   0.15
    69.118    1.65  1.6   1.6  85.   85.   60.    0.5   0.25  0.3 
    69.139    1.7   1.6   1.6  85.   85.   55.    0.5   0.15  0.15
    69.176    1.7  1.4  1.6 75.  75.  60.   0.5  0.2  0.2
    69.212    1.65  1.4   1.5  75.   80.   65.    0.5   0.2   0.25
    69.239    1.7   1.5   1.6  85.   85.   60.    0.5   0.25  0.35
    69.250    1.6   1.4   1.6  75.   80.   65.    0.5   0.2   0.25
    69.491    1.7   1.6   1.4  80.   85.   65.    0.5   0.15  0.15
    69.584    1.7  1.4  1.6 80.  80.  60.   0.5  0.2  0.2
    69.656    1.65  1.6   1.4  75.   75.   60.    0.5   0.3   0.15
    69.785    1.7   1.6   1.5  80.   80.   60.    0.5   0.25  0.2 
    69.792    1.7   1.6   1.4  80.   85.   65.    0.5   0.2   0.15
    69.843    1.7   1.4   1.5  75.   80.   65.    0.5   0.15  0.2 
    69.974    1.65  1.5   1.6  75.   75.   60.    0.5   0.35  0.25
    70.016    1.6   1.5   1.5  75.   80.   65.    0.5   0.2   0.25
    70.182    1.65  1.5   1.6  75.   85.   65.    0.5   0.35  0.3 
    70.186    1.7  1.6  1.5 80.  85.  65.   0.5  0.3  0.2
    70.253    1.7   1.5   1.5  85.   85.   60.    0.5   0.25  0.2 
    70.297    1.7   1.4   1.5  80.   85.   60.    0.5   0.3   0.25
    70.322    1.7   1.4   1.4  80.   75.   55.    0.5   0.2   0.15
    70.336    1.65  1.5   1.5  75.   80.   65.    0.5   0.2   0.15
    70.338    1.7   1.6   1.5  75.   75.   60.    0.5   0.25  0.15
    70.395    1.65  1.5   1.5  80.   80.   60.    0.5   0.2   0.15
    70.598    1.7   1.5   1.4  85.   80.   55.    0.5   0.35  0.2 
    70.601    1.7   1.5   1.6  75.   80.   65.    0.5   0.2   0.35
    70.726    1.65  1.5   1.4  80.   75.   55.    0.5   0.25  0.2 
    70.727    1.6  1.6  1.6 80.  75.  55.   0.5  0.3  0.2
    70.743    1.65  1.5   1.6  75.   75.   60.    0.5   0.25  0.2 
    70.918    1.7   1.6   1.6  80.   85.   65.    0.5   0.15  0.15
    71.086    1.7   1.6   1.4  80.   75.   55.    0.5   0.35  0.2 
    71.245    1.7  1.5  1.6 85.  85.  60.   0.5  0.3  0.3
    71.254    1.65  1.6   1.6  80.   75.   55.    0.5   0.2   0.15
    71.275    1.7   1.4   1.6  80.   85.   65.    0.5   0.2   0.35
    71.281    1.7   1.5   1.5  75.   75.   60.    0.5   0.2   0.15
    71.289    1.6   1.6   1.6  80.   75.   55.    0.5   0.35  0.3 
    71.295    1.65  1.6   1.4  80.   80.   60.    0.5   0.3   0.2 
    71.303    1.7   1.5   1.5  80.   85.   65.    0.5   0.15  0.2 
    71.337    1.7   1.6   1.6  75.   75.   60.    0.5   0.25  0.15
    71.450    1.7   1.4   1.5  80.   85.   65.    0.5   0.2   0.25
    71.585    1.7   1.4   1.5  75.   75.   60.    0.5   0.15  0.15
    71.633    1.7   1.6   1.6  80.   80.   55.    0.5   0.2   0.25
    71.660    1.6   1.5   1.6  75.   75.   60.    0.5   0.35  0.25
    71.684    1.7   1.6   1.4  85.   85.   60.    0.5   0.35  0.2 
    71.720    1.7   1.5   1.6  80.   80.   55.    0.5   0.15  0.25
    71.837    1.7   1.6   1.4  80.   80.   60.    0.5   0.35  0.35
    72.044    1.7   1.5   1.5  75.   85.   65.    0.5   0.35  0.35
    72.084    1.7  1.6  1.5 80.  75.  60.   0.5  0.3  0.2
    72.099    1.7  1.5  1.5 80.  80.  65.   0.5  0.2  0.2
    72.111    1.65  1.6   1.5  80.   80.   60.    0.5   0.35  0.25
    72.117    1.7  1.6  1.6 75.  85.  65.   0.5  0.3  0.2
    72.143    1.65  1.5   1.6  75.   80.   65.    0.5   0.25  0.35
    72.153    1.7   1.4   1.6  75.   85.   65.    0.5   0.25  0.3 
    72.215    1.6   1.6   1.6  75.   75.   60.    0.5   0.35  0.3 
    72.227    1.7   1.5   1.5  80.   85.   65.    0.5   0.2   0.15
    72.261    1.65  1.6   1.4  80.   75.   55.    0.5   0.35  0.2 
    72.292    1.7   1.5   1.6  75.   75.   65.    0.5   0.15  0.15
    72.371    1.65  1.5   1.6  80.   75.   55.    0.5   0.25  0.3 
    72.440    1.6   1.6   1.6  75.   75.   60.    0.5   0.3   0.35
    72.457    1.65  1.6   1.4  80.   80.   60.    0.5   0.35  0.3 
    72.565    1.65  1.4   1.5  75.   75.   60.    0.5   0.25  0.15
    72.576    1.7   1.6   1.6  85.   85.   65.    0.5   0.2   0.25
    72.609    1.7  1.4  1.4 75.  80.  65.   0.5  0.2  0.2
    72.619    1.7   1.5   1.4  85.   85.   65.    0.5   0.2   0.15
    72.621    1.65  1.5   1.6  80.   80.   60.    0.5   0.35  0.3 
    72.670    1.7   1.5   1.6  80.   75.   55.    0.5   0.2   0.15
    72.728    1.6  1.6  1.6 80.  80.  60.   0.5  0.3  0.3
    72.851    1.7   1.5   1.6  75.   85.   65.    0.5   0.3   0.35
