   Chi^2    ('R1'  'R2'  'R3'  'Theta2'  'Theta3'  'Phi'  'q1'  'q2'  'q3')
   131.320    1.75  1.7   1.65 78.   76.   54.    0.5   0.3   0.15
   131.357    1.8   1.65  1.55 80.   80.   54.    0.5   0.3   0.15
   131.797    1.8   1.75  1.5  76.   78.   56.    0.5   0.3   0.15
   131.891    1.8   1.65  1.5  80.   78.   56.    0.5   0.3   0.15
   131.980    1.7   1.7   1.5  76.   76.   56.    0.5   0.3   0.15
   132.149    1.7   1.75  1.55 78.   76.   54.    0.5   0.3   0.15
   132.231    1.8   1.65  1.55 82.   80.   56.    0.5   0.3   0.15
   132.425    1.7   1.65  1.55 80.   78.   54.    0.5   0.3   0.15
   132.656    1.75  1.65  1.5  76.   80.   58.    0.5   0.3   0.15
   132.854    1.75  1.75  1.65 78.   80.   56.    0.5   0.3   0.15
   132.915    1.8   1.75  1.55 78.   78.   54.    0.5   0.3   0.15
   132.971    1.8   1.75  1.55 76.   76.   58.    0.5   0.3   0.15
   133.036    1.7   1.65  1.45 80.   78.   54.    0.5   0.3   0.15
   133.582    1.7   1.75  1.45 82.   74.   58.    0.5   0.3   0.15
   133.786    1.75  1.65  1.6  76.   76.   56.    0.5   0.3   0.15
   133.856    1.8   1.65  1.45 76.   76.   58.    0.5   0.3   0.15
   134.081    1.8   1.7   1.45 76.   80.   58.    0.5   0.3   0.15
   134.285    1.75  1.7   1.5  76.   80.   58.    0.5   0.3   0.15
   134.306    1.8   1.65  1.5  78.   76.   58.    0.5   0.3   0.15
   134.552    1.75  1.7   1.65 76.   76.   56.    0.5   0.3   0.15
   134.559    1.7   1.75  1.6  80.   80.   54.    0.5   0.3   0.15
   134.638    1.75  1.75  1.5  80.   80.   54.    0.5   0.3   0.15
   134.787    1.7   1.65  1.6  76.   74.   56.    0.5   0.3   0.15
   134.844    1.75  1.65  1.55 76.   80.   58.    0.5   0.3   0.15
   134.933    1.8   1.7   1.65 76.   78.   56.    0.5   0.3   0.15
   135.089    1.7   1.75  1.65 78.   76.   54.    0.5   0.3   0.15
   135.119    1.8   1.75  1.45 80.   76.   56.    0.5   0.3   0.15
   135.141    1.75  1.75  1.55 76.   74.   56.    0.5   0.3   0.15
   135.174    1.75  1.75  1.55 78.   76.   58.    0.5   0.3   0.15
   135.216    1.7   1.75  1.5  80.   74.   56.    0.5   0.3   0.15
   135.301    1.7   1.75  1.55 80.   76.   56.    0.5   0.3   0.15
   135.432    1.75  1.75  1.55 80.   74.   56.    0.5   0.3   0.15
   135.438    1.8   1.7   1.5  78.   76.   58.    0.5   0.3   0.15
   135.664    1.8   1.65  1.6  76.   78.   56.    0.5   0.3   0.15
   135.726    1.75  1.7   1.6  76.   80.   58.    0.5   0.3   0.15
   135.794    1.7   1.75  1.55 78.   74.   58.    0.5   0.3   0.15
   135.938    1.8   1.65  1.5  78.   76.   54.    0.5   0.3   0.15
   136.087    1.75  1.75  1.6  76.   74.   54.    0.5   0.3   0.15
   136.207    1.75  1.65  1.6  82.   76.   58.    0.5   0.3   0.15
   137.002    1.7   1.7   1.65 78.   78.   56.    0.5   0.3   0.15
   137.494    1.8   1.7   1.55 76.   74.   54.    0.5   0.3   0.15
   137.526    1.7   1.65  1.45 76.   74.   58.    0.5   0.3   0.15
   137.536    1.8   1.65  1.45 78.   80.   60.    0.5   0.3   0.15
   137.576    1.7   1.75  1.6  76.   76.   56.    0.5   0.3   0.15
   137.807    1.75  1.75  1.45 78.   80.   56.    0.5   0.3   0.15
   137.888    1.7   1.75  1.65 80.   74.   54.    0.5   0.3   0.15
   138.013    1.75  1.7   1.6  80.   80.   54.    0.5   0.3   0.15
   138.095    1.75  1.65  1.55 78.   76.   54.    0.5   0.3   0.15
   138.135    1.7   1.7   1.55 76.   76.   56.    0.5   0.3   0.15
   138.469    1.8   1.7   1.6  76.   78.   56.    0.5   0.3   0.15
   138.543    1.8   1.7   1.6  82.   78.   58.    0.5   0.3   0.15
   138.641    1.75  1.75  1.65 76.   80.   58.    0.5   0.3   0.15
   138.710    1.8   1.7   1.5  78.   74.   58.    0.5   0.3   0.15
   138.840    1.75  1.7   1.6  78.   80.   56.    0.5   0.3   0.15
   138.878    1.8   1.75  1.45 78.   80.   56.    0.5   0.3   0.15
   139.054    1.75  1.65  1.6  76.   80.   58.    0.5   0.3   0.15
   139.158    1.8   1.75  1.5  76.   76.   58.    0.5   0.3   0.15
   139.255    1.75  1.75  1.5  78.   78.   54.    0.5   0.3   0.15
   139.297    1.8   1.7   1.45 82.   80.   58.    0.5   0.3   0.15
   139.372    1.8   1.75  1.45 78.   78.   60.    0.5   0.3   0.15
   139.436    1.75  1.75  1.6  78.   74.   56.    0.5   0.3   0.15
   139.472    1.75  1.7   1.55 78.   80.   56.    0.5   0.3   0.15
   139.896    1.8   1.7   1.6  82.   74.   54.    0.5   0.3   0.15
   139.917    1.7   1.65  1.6  80.   78.   54.    0.5   0.3   0.15
   140.501    1.7   1.65  1.45 76.   76.   56.    0.5   0.3   0.15
   140.652    1.75  1.75  1.55 76.   74.   54.    0.5   0.3   0.15
   140.766    1.75  1.75  1.55 76.   74.   60.    0.5   0.3   0.15
   140.833    1.8   1.7   1.45 78.   74.   56.    0.5   0.3   0.15
   140.948    1.8   1.75  1.5  78.   78.   54.    0.5   0.3   0.15
   140.972    1.7   1.75  1.65 80.   80.   54.    0.5   0.3   0.15
   141.311    1.7   1.75  1.5  80.   80.   54.    0.5   0.3   0.15
   141.329    1.75  1.65  1.6  78.   76.   54.    0.5   0.3   0.15
   141.597    1.8   1.65  1.5  78.   74.   56.    0.5   0.3   0.15
   141.831    1.8   1.7   1.5  80.   76.   58.    0.5   0.3   0.15
   141.839    1.8   1.65  1.5  78.   78.   58.    0.5   0.3   0.15
   141.842    1.75  1.7   1.65 80.   80.   54.    0.5   0.3   0.15
   142.488    1.75  1.7   1.55 80.   80.   54.    0.5   0.3   0.15
   142.658    1.7   1.65  1.6  78.   78.   56.    0.5   0.3   0.15
   142.831    1.7   1.75  1.55 76.   74.   54.    0.5   0.3   0.15
   143.097    1.8   1.7   1.55 80.   74.   56.    0.5   0.3   0.15
   143.210    1.7   1.7   1.45 76.   74.   60.    0.5   0.3   0.15
   143.408    1.8   1.65  1.5  78.   74.   58.    0.5   0.3   0.15
   143.631    1.7   1.75  1.5  76.   74.   60.    0.5   0.3   0.15
   143.655    1.8   1.75  1.55 78.   74.   58.    0.5   0.3   0.15
   143.695    1.8   1.75  1.45 76.   78.   56.    0.5   0.3   0.15
   143.824    1.75  1.65  1.65 76.   80.   58.    0.5   0.3   0.15
   143.910    1.7   1.7   1.65 76.   74.   56.    0.5   0.3   0.15
   144.125    1.75  1.65  1.55 78.   80.   56.    0.5   0.3   0.15
   144.333    1.7   1.7   1.6  78.   76.   54.    0.5   0.3   0.15
   144.531    1.7   1.75  1.65 76.   78.   58.    0.5   0.3   0.15
   144.634    1.75  1.7   1.65 78.   80.   56.    0.5   0.3   0.15
   144.793    1.75  1.65  1.6  78.   80.   56.    0.5   0.3   0.15
   144.826    1.7   1.7   1.5  76.   74.   56.    0.5   0.3   0.15
   145.140    1.7   1.75  1.5  76.   78.   58.    0.5   0.3   0.15
   145.293    1.75  1.65  1.5  78.   76.   54.    0.5   0.3   0.15
   145.337    1.75  1.65  1.65 78.   76.   54.    0.5   0.3   0.15
   145.558    1.8   1.65  1.5  76.   78.   60.    0.5   0.3   0.15
   145.931    1.8   1.7   1.6  76.   74.   54.    0.5   0.3   0.15
   145.987    1.75  1.75  1.45 76.   78.   56.    0.5   0.3   0.15
   145.989    1.7   1.65  1.6  76.   78.   58.    0.5   0.3   0.15
   146.355    1.8   1.75  1.5  76.   74.   56.    0.5   0.3   0.15
   146.609    1.75  1.75  1.5  78.   76.   58.    0.5   0.3   0.15
   146.764    1.75  1.65  1.65 76.   76.   56.    0.5   0.3   0.15
   146.956    1.75  1.65  1.6  80.   80.   54.    0.5   0.3   0.15
   146.967    1.8   1.75  1.55 76.   74.   56.    0.5   0.3   0.15
   147.130    1.75  1.7   1.65 76.   80.   58.    0.5   0.3   0.15
   147.762    1.75  1.7   1.5  76.   74.   54.    0.5   0.3   0.15
   147.803    1.7   1.65  1.5  76.   76.   56.    0.5   0.3   0.15
   147.841    1.8   1.65  1.55 76.   74.   58.    0.5   0.3   0.15
   147.879    1.8   1.75  1.6  78.   74.   56.    0.5   0.3   0.15
   148.154    1.7   1.65  1.65 78.   74.   54.    0.5   0.3   0.15
   148.277    1.8   1.75  1.5  78.   74.   58.    0.5   0.3   0.15
   148.456    1.75  1.65  1.65 78.   80.   56.    0.5   0.3   0.15
   148.471    1.7   1.75  1.5  78.   76.   56.    0.5   0.3   0.15
   148.882    1.8   1.7   1.65 78.   78.   54.    0.5   0.3   0.15
   149.081    1.8   1.75  1.45 78.   74.   58.    0.5   0.3   0.15
   149.145    1.75  1.75  1.55 76.   76.   60.    0.5   0.3   0.15
   149.190    1.75  1.65  1.65 80.   80.   54.    0.5   0.3   0.15
   149.526    1.8   1.75  1.6  76.   74.   58.    0.5   0.3   0.15
   149.688    1.75  1.75  1.45 78.   78.   54.    0.5   0.3   0.15
   149.981    1.8   1.65  1.5  80.   74.   56.    0.5   0.3   0.15
   150.005    1.7   1.65  1.65 80.   78.   54.    0.5   0.3   0.15
   150.055    1.8   1.65  1.65 78.   78.   54.    0.5   0.3   0.15
   150.205    1.8   1.65  1.45 78.   78.   58.    0.5   0.3   0.15
   150.259    1.75  1.75  1.55 78.   78.   54.    0.5   0.3   0.15
   150.719    1.8   1.65  1.45 78.   74.   56.    0.5   0.3   0.15
   150.904    1.7   1.75  1.45 78.   80.   56.    0.5   0.3   0.15
   150.962    1.7   1.75  1.5  78.   80.   56.    0.5   0.3   0.15
   151.153    1.8   1.75  1.55 78.   76.   58.    0.5   0.3   0.15
   151.384    1.8   1.75  1.5  78.   76.   58.    0.5   0.3   0.15
   151.715    1.8   1.7   1.65 76.   74.   54.    0.5   0.3   0.15
   152.088    1.8   1.75  1.45 78.   74.   56.    0.5   0.3   0.15
   152.167    1.8   1.7   1.45 80.   78.   58.    0.5   0.3   0.15
   152.264    1.7   1.7   1.45 76.   74.   56.    0.5   0.3   0.15
   152.449    1.8   1.65  1.5  80.   76.   56.    0.5   0.3   0.15
   152.730    1.7   1.7   1.6  76.   76.   56.    0.5   0.3   0.15
   153.072    1.75  1.75  1.65 76.   74.   54.    0.5   0.3   0.15
   153.127    1.7   1.75  1.55 78.   76.   58.    0.5   0.3   0.15
   153.406    1.75  1.7   1.5  78.   80.   56.    0.5   0.3   0.15
   153.480    1.8   1.7   1.5  80.   80.   54.    0.5   0.3   0.15
   153.740    1.7   1.75  1.45 78.   78.   54.    0.5   0.3   0.15
   153.769    1.8   1.75  1.45 78.   76.   58.    0.5   0.3   0.15
   154.065    1.8   1.65  1.5  82.   74.   54.    0.5   0.3   0.15
   154.588    1.7   1.65  1.55 76.   76.   56.    0.5   0.3   0.15
   154.847    1.8   1.7   1.5  76.   76.   60.    0.5   0.3   0.15
   155.098    1.8   1.7   1.55 82.   74.   54.    0.5   0.3   0.15
   155.287    1.8   1.7   1.45 78.   78.   60.    0.5   0.3   0.15
   155.654    1.7   1.7   1.65 76.   78.   58.    0.5   0.3   0.15
   155.656    1.8   1.7   1.55 76.   78.   56.    0.5   0.3   0.15
   155.735    1.75  1.65  1.45 80.   74.   56.    0.5   0.3   0.15
   156.424    1.7   1.65  1.45 78.   76.   54.    0.5   0.3   0.15
   156.764    1.8   1.75  1.45 80.   80.   54.    0.5   0.3   0.15
   157.070    1.75  1.7   1.45 76.   80.   58.    0.5   0.3   0.15
   158.580    1.7   1.65  1.65 78.   78.   56.    0.5   0.3   0.15
   158.797    1.8   1.7   1.55 76.   74.   58.    0.5   0.3   0.15
   158.828    1.75  1.75  1.45 80.   80.   54.    0.5   0.3   0.15
   159.095    1.7   1.65  1.5  78.   76.   54.    0.5   0.3   0.15
   159.355    1.8   1.75  1.5  82.   80.   58.    0.5   0.3   0.15
   159.378    1.75  1.75  1.55 78.   74.   58.    0.5   0.3   0.15
   159.745    1.8   1.75  1.55 76.   74.   60.    0.5   0.3   0.15
   159.793    1.7   1.7   1.65 78.   76.   54.    0.5   0.3   0.15
   159.857    1.7   1.75  1.45 78.   76.   58.    0.5   0.3   0.15
   159.980    1.7   1.75  1.6  78.   80.   56.    0.5   0.3   0.15
   160.339    1.75  1.65  1.55 80.   80.   54.    0.5   0.3   0.15
   160.781    1.7   1.75  1.65 78.   80.   56.    0.5   0.3   0.15
   160.815    1.8   1.65  1.55 76.   78.   56.    0.5   0.3   0.15
   161.023    1.75  1.65  1.45 78.   76.   54.    0.5   0.3   0.15
   161.100    1.7   1.75  1.5  78.   78.   54.    0.5   0.3   0.15
   161.829    1.8   1.65  1.45 82.   74.   54.    0.5   0.3   0.15
   161.853    1.75  1.75  1.45 76.   76.   54.    0.5   0.3   0.15
   162.057    1.8   1.7   1.5  78.   74.   56.    0.5   0.3   0.15
   162.860    1.7   1.75  1.55 78.   80.   56.    0.5   0.3   0.15
   163.324    1.75  1.7   1.45 76.   76.   60.    0.5   0.3   0.15
   163.960    1.8   1.7   1.45 78.   76.   58.    0.5   0.3   0.15
   163.960    1.75  1.65  1.45 76.   80.   58.    0.5   0.3   0.15
   164.018    1.7   1.75  1.55 80.   74.   56.    0.5   0.3   0.15
   164.075    1.8   1.65  1.45 80.   78.   58.    0.5   0.3   0.15
   164.409    1.8   1.7   1.6  78.   78.   54.    0.5   0.3   0.15
   164.509    1.75  1.75  1.6  78.   78.   54.    0.5   0.3   0.15
   165.131    1.7   1.75  1.65 76.   76.   56.    0.5   0.3   0.15
   165.278    1.7   1.65  1.65 76.   74.   56.    0.5   0.3   0.15
   165.577    1.7   1.7   1.55 80.   80.   54.    0.5   0.3   0.15
   165.600    1.75  1.65  1.5  78.   80.   56.    0.5   0.3   0.15
   165.727    1.75  1.7   1.5  80.   80.   54.    0.5   0.3   0.15
   165.999    1.75  1.75  1.65 78.   78.   54.    0.5   0.3   0.15
   166.073    1.8   1.65  1.45 78.   76.   54.    0.5   0.3   0.15
   166.519    1.7   1.7   1.6  80.   80.   54.    0.5   0.3   0.15
   166.790    1.7   1.75  1.45 80.   80.   54.    0.5   0.3   0.15
   166.923    1.75  1.75  1.5  78.   74.   58.    0.5   0.3   0.15
   167.206    1.7   1.75  1.6  76.   80.   58.    0.5   0.3   0.15
   167.597    1.7   1.65  1.65 76.   78.   58.    0.5   0.3   0.15
   169.086    1.8   1.65  1.45 76.   78.   60.    0.5   0.3   0.15
   169.247    1.75  1.65  1.45 76.   74.   58.    0.5   0.3   0.15
   169.439    1.7   1.75  1.45 76.   78.   60.    0.5   0.3   0.15
   169.451    1.8   1.65  1.5  82.   80.   56.    0.5   0.3   0.15
   169.711    1.7   1.65  1.55 78.   76.   54.    0.5   0.3   0.15
   169.874    1.7   1.7   1.45 76.   76.   60.    0.5   0.3   0.15
   170.384    1.7   1.7   1.5  76.   74.   58.    0.5   0.3   0.15
   170.737    1.8   1.65  1.5  82.   78.   56.    0.5   0.3   0.15
   171.015    1.8   1.75  1.45 78.   78.   54.    0.5   0.3   0.15
   171.029    1.75  1.75  1.5  76.   78.   56.    0.5   0.3   0.15
   171.404    1.75  1.7   1.55 76.   74.   54.    0.5   0.3   0.15
   171.699    1.8   1.65  1.65 76.   74.   54.    0.5   0.3   0.15
   172.350    1.7   1.75  1.45 76.   76.   58.    0.5   0.3   0.15
   172.366    1.7   1.75  1.6  76.   74.   54.    0.5   0.3   0.15
   172.518    1.75  1.75  1.65 76.   78.   56.    0.5   0.3   0.15
   172.674    1.7   1.7   1.5  80.   80.   54.    0.5   0.3   0.15
   172.686    1.75  1.75  1.6  76.   78.   56.    0.5   0.3   0.15
   172.859    1.7   1.75  1.55 76.   80.   58.    0.5   0.3   0.15
   173.196    1.7   1.75  1.5  76.   78.   60.    0.5   0.3   0.15
   173.554    1.8   1.65  1.45 80.   80.   58.    0.5   0.3   0.15
   173.703    1.75  1.75  1.45 78.   74.   56.    0.5   0.3   0.15
   173.775    1.7   1.75  1.45 76.   80.   58.    0.5   0.3   0.15
   173.793    1.7   1.65  1.6  76.   76.   56.    0.5   0.3   0.15
   174.216    1.8   1.7   1.45 80.   74.   56.    0.5   0.3   0.15
   174.388    1.8   1.75  1.55 78.   74.   56.    0.5   0.3   0.15
   174.725    1.7   1.7   1.65 80.   80.   54.    0.5   0.3   0.15
   175.098    1.7   1.75  1.55 78.   76.   56.    0.5   0.3   0.15
   175.684    1.8   1.75  1.5  82.   78.   56.    0.5   0.3   0.15
   176.023    1.8   1.65  1.45 82.   76.   56.    0.5   0.3   0.15
   176.443    1.7   1.7   1.65 76.   76.   56.    0.5   0.3   0.15
   176.650    1.7   1.65  1.55 76.   80.   58.    0.5   0.3   0.15
   176.710    1.8   1.7   1.45 78.   74.   58.    0.5   0.3   0.15
   178.120    1.7   1.75  1.45 76.   78.   56.    0.5   0.3   0.15
   179.047    1.7   1.7   1.6  76.   80.   58.    0.5   0.3   0.15
   179.243    1.7   1.75  1.45 78.   74.   58.    0.5   0.3   0.15
   179.401    1.7   1.75  1.55 78.   74.   54.    0.5   0.3   0.15
   179.410    1.8   1.7   1.45 78.   80.   56.    0.5   0.3   0.15
   179.737    1.8   1.65  1.45 82.   80.   56.    0.5   0.3   0.15
   180.989    1.7   1.7   1.6  78.   80.   56.    0.5   0.3   0.15
   181.505    1.7   1.7   1.55 78.   80.   56.    0.5   0.3   0.15
   181.722    1.7   1.7   1.55 76.   80.   58.    0.5   0.3   0.15
   182.185    1.7   1.75  1.5  76.   76.   58.    0.5   0.3   0.15
   182.220    1.8   1.75  1.45 76.   76.   54.    0.5   0.3   0.15
   182.330    1.75  1.75  1.55 76.   74.   58.    0.5   0.3   0.15
   182.723    1.75  1.75  1.55 76.   78.   56.    0.5   0.3   0.15
   183.984    1.8   1.65  1.6  76.   74.   54.    0.5   0.3   0.15
   184.449    1.75  1.7   1.5  76.   74.   58.    0.5   0.3   0.15
   184.453    1.8   1.75  1.5  76.   76.   54.    0.5   0.3   0.15
   184.794    1.7   1.65  1.6  78.   76.   54.    0.5   0.3   0.15
   184.994    1.7   1.75  1.65 76.   80.   58.    0.5   0.3   0.15
   185.677    1.75  1.7   1.6  76.   74.   54.    0.5   0.3   0.15
   186.381    1.7   1.7   1.65 78.   80.   56.    0.5   0.3   0.15
   186.536    1.8   1.65  1.5  80.   80.   54.    0.5   0.3   0.15
   187.537    1.8   1.7   1.5  76.   78.   56.    0.5   0.3   0.15
   187.654    1.8   1.75  1.55 76.   76.   60.    0.5   0.3   0.15
   187.666    1.8   1.65  1.6  78.   78.   54.    0.5   0.3   0.15
   187.862    1.7   1.75  1.45 76.   76.   54.    0.5   0.3   0.15
   188.049    1.8   1.75  1.5  76.   74.   60.    0.5   0.3   0.15
   189.096    1.7   1.65  1.5  76.   80.   58.    0.5   0.3   0.15
   189.240    1.7   1.7   1.5  78.   80.   56.    0.5   0.3   0.15
   190.182    1.75  1.7   1.45 78.   80.   56.    0.5   0.3   0.15
   190.400    1.8   1.65  1.65 76.   80.   56.    0.5   0.3   0.15
   190.514    1.7   1.75  1.5  76.   74.   58.    0.5   0.3   0.15
   190.645    1.7   1.65  1.6  76.   80.   58.    0.5   0.3   0.15
   190.703    1.7   1.75  1.45 76.   74.   60.    0.5   0.3   0.15
   191.581    1.8   1.65  1.45 78.   80.   56.    0.5   0.3   0.15
   192.721    1.8   1.75  1.45 76.   74.   60.    0.5   0.3   0.15
   193.903    1.75  1.65  1.65 76.   78.   56.    0.5   0.3   0.15
   194.202    1.8   1.65  1.45 76.   76.   60.    0.5   0.3   0.15
   194.932    1.8   1.75  1.5  78.   74.   56.    0.5   0.3   0.15
   195.175    1.8   1.75  1.45 80.   78.   58.    0.5   0.3   0.15
   195.587    1.75  1.7   1.65 76.   78.   56.    0.5   0.3   0.15
   195.903    1.7   1.75  1.45 82.   74.   60.    0.5   0.3   0.15
   195.925    1.8   1.7   1.55 78.   78.   54.    0.5   0.3   0.15
   195.975    1.7   1.65  1.6  78.   80.   56.    0.5   0.3   0.15
   196.404    1.75  1.7   1.6  76.   78.   56.    0.5   0.3   0.15
   196.523    1.7   1.7   1.5  76.   80.   58.    0.5   0.3   0.15
   197.576    1.75  1.75  1.5  76.   76.   58.    0.5   0.3   0.15
   197.592    1.7   1.7   1.65 76.   80.   58.    0.5   0.3   0.15
   198.786    1.8   1.65  1.45 80.   76.   56.    0.5   0.3   0.15
   198.793    1.8   1.65  1.45 78.   76.   58.    0.5   0.3   0.15
   198.847    1.8   1.7   1.45 76.   76.   60.    0.5   0.3   0.15
   198.857    1.7   1.65  1.65 78.   76.   54.    0.5   0.3   0.15
   199.117    1.75  1.75  1.45 76.   74.   60.    0.5   0.3   0.15
   199.420    1.7   1.75  1.5  76.   80.   58.    0.5   0.3   0.15
   199.466    1.7   1.65  1.55 78.   80.   56.    0.5   0.3   0.15
   200.100    1.8   1.65  1.55 76.   74.   54.    0.5   0.3   0.15
   200.951    1.7   1.7   1.45 78.   80.   56.    0.5   0.3   0.15
   201.095    1.75  1.7   1.65 78.   78.   54.    0.5   0.3   0.15
   201.130    1.8   1.75  1.55 76.   76.   54.    0.5   0.3   0.15
   201.610    1.7   1.75  1.5  78.   74.   58.    0.5   0.3   0.15
   201.798    1.7   1.65  1.65 76.   76.   56.    0.5   0.3   0.15
   203.126    1.7   1.65  1.6  80.   80.   54.    0.5   0.3   0.15
   204.018    1.7   1.7   1.45 80.   80.   54.    0.5   0.3   0.15
   204.162    1.8   1.65  1.5  76.   74.   58.    0.5   0.3   0.15
   204.978    1.7   1.65  1.65 80.   80.   54.    0.5   0.3   0.15
   205.114    1.7   1.65  1.65 78.   80.   56.    0.5   0.3   0.15
   205.181    1.75  1.75  1.5  76.   74.   60.    0.5   0.3   0.15
   205.345    1.75  1.65  1.6  76.   78.   56.    0.5   0.3   0.15
   205.668    1.8   1.65  1.5  76.   78.   56.    0.5   0.3   0.15
   205.712    1.8   1.7   1.45 80.   80.   54.    0.5   0.3   0.15
   206.230    1.7   1.75  1.5  76.   76.   60.    0.5   0.3   0.15
   206.382    1.7   1.75  1.55 80.   74.   54.    0.5   0.3   0.15
   206.833    1.8   1.65  1.45 80.   74.   56.    0.5   0.3   0.15
   206.860    1.75  1.7   1.55 76.   78.   56.    0.5   0.3   0.15
   208.785    1.75  1.7   1.65 76.   74.   54.    0.5   0.3   0.15
   209.114    1.75  1.7   1.6  78.   78.   54.    0.5   0.3   0.15
   209.155    1.75  1.65  1.5  80.   80.   54.    0.5   0.3   0.15
   209.619    1.7   1.75  1.65 76.   74.   54.    0.5   0.3   0.15
   210.090    1.7   1.65  1.55 80.   80.   54.    0.5   0.3   0.15
   210.642    1.7   1.7   1.5  76.   74.   54.    0.5   0.3   0.15
   211.040    1.7   1.75  1.45 78.   74.   56.    0.5   0.3   0.15
   211.572    1.75  1.75  1.5  78.   74.   56.    0.5   0.3   0.15
   212.152    1.75  1.65  1.6  82.   76.   60.    0.5   0.3   0.15
   212.183    1.75  1.75  1.5  76.   74.   56.    0.5   0.3   0.15
   212.539    1.7   1.65  1.65 76.   80.   58.    0.5   0.3   0.15
   212.815    1.7   1.7   1.45 76.   80.   58.    0.5   0.3   0.15
   213.100    1.75  1.75  1.5  76.   76.   54.    0.5   0.3   0.15
   213.403    1.7   1.75  1.55 78.   78.   54.    0.5   0.3   0.15
   214.067    1.75  1.7   1.45 80.   80.   54.    0.5   0.3   0.15
   214.534    1.7   1.7   1.55 76.   74.   54.    0.5   0.3   0.15
   215.246    1.75  1.75  1.55 78.   74.   56.    0.5   0.3   0.15
   215.678    1.8   1.7   1.6  82.   76.   56.    0.5   0.3   0.15
   216.779    1.8   1.75  1.6  76.   76.   54.    0.5   0.3   0.15
   217.369    1.8   1.65  1.5  76.   74.   54.    0.5   0.3   0.15
   220.103    1.8   1.75  1.45 76.   76.   60.    0.5   0.3   0.15
   222.469    1.75  1.7   1.55 78.   78.   54.    0.5   0.3   0.15
   222.689    1.8   1.7   1.5  76.   74.   58.    0.5   0.3   0.15
   222.980    1.7   1.75  1.55 78.   74.   56.    0.5   0.3   0.15
   222.996    1.7   1.65  1.5  78.   80.   56.    0.5   0.3   0.15
   223.051    1.7   1.75  1.65 78.   78.   54.    0.5   0.3   0.15
   224.896    1.7   1.65  1.45 76.   80.   58.    0.5   0.3   0.15
   225.188    1.8   1.75  1.65 76.   76.   54.    0.5   0.3   0.15
   225.351    1.75  1.65  1.45 76.   74.   54.    0.5   0.3   0.15
   225.557    1.75  1.7   1.5  76.   78.   56.    0.5   0.3   0.15
   225.806    1.8   1.65  1.45 76.   74.   58.    0.5   0.3   0.15
   225.853    1.7   1.75  1.6  76.   78.   56.    0.5   0.3   0.15
   226.781    1.7   1.75  1.6  78.   78.   54.    0.5   0.3   0.15
   228.427    1.75  1.65  1.45 78.   80.   56.    0.5   0.3   0.15
   228.743    1.75  1.7   1.45 76.   74.   58.    0.5   0.3   0.15
   229.054    1.75  1.65  1.65 78.   78.   54.    0.5   0.3   0.15
   229.308    1.7   1.75  1.6  80.   74.   54.    0.5   0.3   0.15
   229.501    1.8   1.7   1.45 76.   78.   56.    0.5   0.3   0.15
   230.217    1.8   1.7   1.65 76.   80.   56.    0.5   0.3   0.15
   231.396    1.7   1.75  1.5  78.   76.   58.    0.5   0.3   0.15
   231.591    1.8   1.75  1.65 76.   80.   56.    0.5   0.3   0.15
   232.456    1.8   1.75  1.55 76.   74.   58.    0.5   0.3   0.15
   232.782    1.75  1.65  1.55 76.   78.   56.    0.5   0.3   0.15
   232.865    1.7   1.65  1.45 76.   74.   54.    0.5   0.3   0.15
   233.087    1.75  1.65  1.5  76.   74.   54.    0.5   0.3   0.15
   233.258    1.8   1.7   1.5  78.   78.   54.    0.5   0.3   0.15
   233.493    1.7   1.75  1.55 76.   78.   56.    0.5   0.3   0.15
   233.574    1.8   1.65  1.55 78.   78.   54.    0.5   0.3   0.15
   234.252    1.75  1.7   1.5  78.   78.   54.    0.5   0.3   0.15
   235.275    1.7   1.65  1.5  80.   80.   54.    0.5   0.3   0.15
   237.766    1.8   1.75  1.5  76.   76.   60.    0.5   0.3   0.15
   238.584    1.7   1.7   1.45 78.   78.   54.    0.5   0.3   0.15
   239.284    1.8   1.65  1.45 76.   74.   54.    0.5   0.3   0.15
   240.065    1.75  1.7   1.45 76.   78.   56.    0.5   0.3   0.15
   242.849    1.75  1.65  1.55 76.   74.   54.    0.5   0.3   0.15
   243.754    1.75  1.75  1.5  76.   76.   60.    0.5   0.3   0.15
   244.405    1.7   1.75  1.65 76.   78.   56.    0.5   0.3   0.15
   245.490    1.8   1.65  1.45 80.   80.   54.    0.5   0.3   0.15
   245.641    1.7   1.7   1.6  76.   74.   54.    0.5   0.3   0.15
   245.896    1.75  1.75  1.45 76.   76.   60.    0.5   0.3   0.15
   248.150    1.8   1.75  1.65 78.   80.   54.    0.5   0.3   0.15
   248.803    1.8   1.65  1.6  76.   80.   56.    0.5   0.3   0.15
   254.638    1.8   1.7   1.5  80.   74.   56.    0.5   0.3   0.15
   255.683    1.75  1.65  1.6  76.   74.   54.    0.5   0.3   0.15
   255.764    1.75  1.7   1.45 78.   78.   54.    0.5   0.3   0.15
   256.581    1.7   1.7   1.5  78.   78.   54.    0.5   0.3   0.15
   257.065    1.75  1.65  1.6  78.   78.   54.    0.5   0.3   0.15
   259.501    1.75  1.75  1.55 76.   76.   54.    0.5   0.3   0.15
   259.704    1.75  1.65  1.65 76.   74.   54.    0.5   0.3   0.15
   260.931    1.7   1.75  1.5  76.   78.   56.    0.5   0.3   0.15
